         936424 function calls (912869 primitive calls) in 7.781 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 asynchat.py:271(simple_producer)
        1    0.000    0.000    0.000    0.000 asynchat.py:47(<module>)
        1    0.000    0.000    0.000    0.000 asynchat.py:52(async_chat)
        1    0.000    0.000    0.000    0.000 asyncore.py:210(dispatcher)
        1    0.000    0.000    0.001    0.001 asyncore.py:47(<module>)
        1    0.000    0.000    0.000    0.000 asyncore.py:509(dispatcher_with_send)
        1    0.000    0.000    0.000    0.000 asyncore.py:588(file_wrapper)
        1    0.000    0.000    0.000    0.000 asyncore.py:628(file_dispatcher)
        1    0.000    0.000    0.000    0.000 asyncore.py:76(ExitNow)
        1    0.000    0.000    0.000    0.000 attention.py:1(<module>)
        1    0.000    0.000    0.001    0.001 attention.py:14(Attention)
        1    0.000    0.000    0.018    0.018 attention.py:4(<module>)
        1    0.000    0.000    0.000    0.000 attention.py:6(ParametricAttention)
        1    0.001    0.001    0.011    0.011 attr_value_pb2.py:4(<module>)
       16    0.000    0.000    0.000    0.000 attr_value_pb2.py:5(<lambda>)
        1    0.000    0.000    0.001    0.001 augmented_lstm.py:16(AugmentedLstm)
        1    0.000    0.000    0.001    0.001 augmented_lstm.py:4(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:100(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:72(AuthBase)
        1    0.000    0.000    0.000    0.000 auth.py:79(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:8(<module>)
        1    0.000    0.000    0.116    0.116 auto.py:1(<module>)
       40    0.000    0.000    0.000    0.000 auto.py:100(<listcomp>)
       11    0.002    0.000    0.002    0.000 auto.py:14(_make_function_class_criterion)
        1    0.003    0.003    0.115    0.115 auto.py:246(_generate_function_classes)
        1    0.000    0.000    0.000    0.000 auto.py:249(<dictcomp>)
        1    0.000    0.000    0.000    0.000 auto.py:250(<setcomp>)
       42    0.000    0.000    0.000    0.000 auto.py:314(make_default_double_backwards_fn)
       91    0.002    0.000    0.002    0.000 auto.py:78(_find_buffers)
       40    0.006    0.000    0.013    0.000 auto.py:90(_make_function_class)
       40    0.001    0.000    0.001    0.000 auto.py:91(has_argument)
        1    0.000    0.000    0.000    0.000 auto_double_backwards.py:1(<module>)
        1    0.000    0.000    0.002    0.002 average.py:1(<module>)
        1    0.000    0.000    0.002    0.002 average.py:6(Average)
        1    0.000    0.000    0.000    0.000 babelfish.py:6(<module>)
        6    0.000    0.000    0.000    0.000 backend.py:110(openssl_assert)
        1    0.000    0.000    0.000    0.000 backend.py:113(activate_builtin_random)
        2    0.000    0.000    0.000    0.000 backend.py:124(_get_osurandom_engine)
      143    0.001    0.000    0.001    0.000 backend.py:13(register_function)
        1    0.000    0.000    0.000    0.000 backend.py:144(activate_osrandom_engine)
        1    0.000    0.000    0.000    0.000 backend.py:1947(GetCipherByName)
       34    0.000    0.000    0.000    0.000 backend.py:1948(__init__)
        1    0.000    0.000    0.000    0.000 backend.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend.py:2(FunctionBackend)
       34    0.000    0.000    0.000    0.000 backend.py:209(register_cipher_adapter)
        1    0.000    0.000    0.000    0.000 backend.py:216(_register_default_ciphers)
        1    0.000    0.000    0.000    0.000 backend.py:4(__init__)
        1    0.001    0.001    0.150    0.150 backend.py:5(<module>)
        1    0.001    0.001    0.002    0.002 backend.py:71(Backend)
        1    0.000    0.000    0.001    0.001 backend.py:92(__init__)
        1    0.000    0.000    0.000    0.000 backports.py:3(<module>)
        1    0.000    0.000    0.018    0.018 badness.py:33(_make_weirdness_regex)
        1    0.000    0.000    0.027    0.027 badness.py:5(<module>)
       25    0.000    0.000    0.000    0.000 badness.py:92(<genexpr>)
       16    0.000    0.000    0.000    0.000 badness.py:96(<genexpr>)
        6    0.002    0.000    0.086    0.014 base.py:1(<module>)
       28    0.000    0.000    0.000    0.000 base.py:100(get_shape)
        1    0.000    0.000    0.000    0.000 base.py:101(NeighborsBase)
        5    0.000    0.000    0.000    0.000 base.py:1111(isspmatrix)
        1    0.000    0.000    0.000    0.000 base.py:122(ActiveFormattingElements)
        1    0.000    0.000    0.000    0.000 base.py:141(_CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:146(TreeBuilder)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:164(_AEADCipherContext)
        1    0.000    0.000    0.000    0.000 base.py:175(BaseEstimator)
        1    0.000    0.000    0.000    0.000 base.py:178(CertificateRevocationList)
        1    0.000    0.000    0.000    0.000 base.py:18(SelectorMixin)
       24    0.000    0.000    0.000    0.000 base.py:193(nnz)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:20(CipherAlgorithm)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:228(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 base.py:229(LinearModel)
        1    0.000    0.000    0.000    0.000 base.py:23(Node)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.001    0.001 base.py:249(asformat)
        1    0.000    0.000    0.000    0.000 base.py:254(CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 base.py:270(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:272(LinearClassifierMixin)
        2    0.001    0.000    0.007    0.003 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:321(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 base.py:331(RevokedCertificate)
        1    0.000    0.000    0.000    0.000 base.py:35(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 base.py:35(_ContextManager)
        1    0.000    0.000    0.000    0.000 base.py:351(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 base.py:352(CertificateSigningRequestBuilder)
        1    0.000    0.000    0.000    0.000 base.py:354(RegressorMixin)
        1    0.000    0.000    0.000    0.000 base.py:37(Version)
        1    0.000    0.000    0.000    0.000 base.py:392(ClusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:396(CertificateBuilder)
        1    0.000    0.000    0.000    0.000 base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:405(LinearRegression)
        1    0.000    0.000    0.000    0.000 base.py:415(BiclusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:44(CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:484(BaseSVC)
        1    0.000    0.000    0.000    0.000 base.py:491(TransformerMixin)
        2    0.001    0.000    0.153    0.077 base.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base.py:503(RadiusNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:524(DensityMixin)
        1    0.000    0.000    0.000    0.000 base.py:543(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 base.py:562(__getattr__)
        1    0.000    0.000    0.000    0.000 base.py:567(CertificateRevocationListBuilder)
        1    0.000    0.000    0.000    0.000 base.py:60(BaseLibSVM)
        1    0.001    0.001    0.001    0.001 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 base.py:66(InvalidVersion)
        1    0.000    0.000    0.000    0.000 base.py:666(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 base.py:67(AEADCipherContext)
        1    0.000    0.000    0.000    0.000 base.py:7(AsyncBase)
        6    0.000    0.000    0.000    0.000 base.py:70(__init__)
        1    0.000    0.000    0.000    0.000 base.py:72(Certificate)
        1    0.000    0.000    0.000    0.000 base.py:730(SupervisedFloatMixin)
        1    0.000    0.000    0.000    0.000 base.py:750(SupervisedIntegerMixin)
        1    0.000    0.000    0.000    0.000 base.py:76(AEADDecryptionContext)
        6    0.000    0.000    0.000    0.000 base.py:77(set_shape)
        1    0.000    0.000    0.000    0.000 base.py:793(UnsupervisedMixin)
        1    0.000    0.000    0.000    0.000 base.py:86(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 base.py:92(AiofilesContextManager)
        1    0.000    0.000    0.000    0.000 base.py:96(Cipher)
        1    0.000    0.000    0.000    0.000 basic.py:1096(erfinv)
        1    0.002    0.002    0.066    0.066 basic.py:5(<module>)
        1    0.000    0.000    0.009    0.009 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:888(LstsqLapackError)
        1    0.000    0.000    0.003    0.003 basic_iterator.py:1(<module>)
        1    0.000    0.000    0.003    0.003 basic_iterator.py:14(BasicIterator)
        1    0.000    0.000    0.006    0.006 basic_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 basic_ops.py:114(SubConstant)
        1    0.000    0.000    0.000    0.000 basic_ops.py:140(MulConstant)
        1    0.000    0.000    0.000    0.000 basic_ops.py:160(DivConstant)
        1    0.000    0.000    0.000    0.000 basic_ops.py:193(PowConstant)
        1    0.000    0.000    0.000    0.000 basic_ops.py:216(Negate)
        1    0.000    0.000    0.000    0.000 basic_ops.py:24(Sub)
        1    0.000    0.000    0.000    0.000 basic_ops.py:41(Mul)
        1    0.000    0.000    0.000    0.000 basic_ops.py:56(Div)
        1    0.000    0.000    0.000    0.000 basic_ops.py:7(Add)
        1    0.000    0.000    0.000    0.000 basic_ops.py:74(Pow)
        1    0.000    0.000    0.000    0.000 basic_ops.py:95(AddConstant)
        1    0.000    0.000    0.014    0.014 basic_text_field_embedder.py:1(<module>)
        1    0.000    0.000    0.003    0.003 basic_text_field_embedder.py:13(BasicTextFieldEmbedder)
        2    0.000    0.000    0.001    0.000 batchnorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batchnorm.py:13(BatchNorm)
        1    0.000    0.000    0.000    0.000 batchnorm.py:139(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:45(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:9(_BatchNorm)
        1    0.000    0.000    0.000    0.000 batchnorm.py:92(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm_double_backwards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bayes.py:23(BayesianRidge)
        1    0.000    0.000    0.000    0.000 bayes.py:282(ARDRegression)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bicluster.py:1(<module>)
        2    0.000    0.000    0.003    0.001 bidaf.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bidaf.py:20(BidirectionalAttentionFlow)
        1    0.000    0.000    0.001    0.001 bidaf.py:8(BidafPredictor)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.003    0.003 bilinear.py:1(<module>)
        1    0.000    0.000    0.002    0.002 bilinear.py:10(BilinearSimilarity)
        1    0.000    0.000    0.005    0.005 binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:15(AsyncBufferedReader)
        1    0.000    0.000    0.000    0.000 binary.py:20(AsyncFileIO)
        1    0.000    0.000    0.000    0.000 binary.py:6(AsyncBufferedIOBase)
        3    0.000    0.000    0.000    0.000 binding.py:104(__init__)
        1    0.000    0.000    0.000    0.000 binding.py:107(_register_osrandom_engine)
        5    0.000    0.000    0.014    0.003 binding.py:120(_ensure_ffi_initialized)
        2    0.000    0.000    0.014    0.007 binding.py:134(init_static_locks)
        1    0.000    0.000    0.000    0.000 binding.py:21(_OpenSSLError)
        1    0.000    0.000    0.025    0.025 binding.py:5(<module>)
        7    0.000    0.000    0.000    0.000 binding.py:53(_openssl_assert)
        1    0.009    0.009    0.014    0.014 binding.py:79(build_conditional_library)
        1    0.000    0.000    0.000    0.000 binding.py:94(Binding)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:134(Addmv)
        1    0.000    0.000    0.003    0.003 blas.py:143(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:16(Addmm)
        1    0.000    0.000    0.000    0.000 blas.py:169(Addr)
        1    0.000    0.000    0.000    0.000 blas.py:205(Dot)
        1    0.000    0.000    0.000    0.000 blas.py:59(Addbmm)
        1    0.000    0.000    0.000    0.000 blas.py:99(Baddbmm)
        1    0.000    0.000    0.000    0.000 bleu_score.py:10(<module>)
        1    0.000    0.000    0.000    0.000 bleu_score.py:425(SmoothingFunction)
        1    0.000    0.000    0.000    0.000 bllip.py:110(BllipParser)
        1    0.000    0.000    0.003    0.003 bllip.py:9(<module>)
        1    0.000    0.000    0.004    0.004 blueprints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blueprints.py:16(Blueprint)
        1    0.000    0.000    0.000    0.000 bnc.py:14(BNCCorpusReader)
        1    0.000    0.000    0.000    0.000 bnc.py:145(BNCSentence)
        1    0.000    0.000    0.000    0.000 bnc.py:155(BNCWordView)
        1    0.000    0.000    0.000    0.000 bnc.py:8(<module>)
        1    0.000    0.000    0.002    0.002 boe_encoder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 boe_encoder.py:10(BagOfEmbeddingsEncoder)
        1    0.000    0.000    0.001    0.001 boolean_accuracy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 boolean_accuracy.py:9(BooleanAccuracy)
        1    0.000    0.000    0.000    0.000 bounds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:1008(BoxerNamed)
        1    0.000    0.000    0.000    0.000 boxer.py:1034(BoxerRel)
        1    0.000    0.000    0.000    0.000 boxer.py:1057(BoxerProp)
        1    0.000    0.000    0.000    0.000 boxer.py:1084(BoxerEq)
        1    0.000    0.000    0.000    0.000 boxer.py:1105(BoxerCard)
        1    0.000    0.000    0.000    0.000 boxer.py:1124(BoxerOr)
        1    0.000    0.000    0.000    0.000 boxer.py:1148(BoxerWhq)
        1    0.000    0.000    0.000    0.000 boxer.py:1176(PassthroughBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1181(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1237(UnparseableInputException)
        1    0.001    0.001    0.058    0.058 boxer.py:26(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:274(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:48(Boxer)
        1    0.000    0.000    0.000    0.000 boxer.py:658(BoxerDrsParser)
